,id,name,neighbourhood_cleansed,host_id,host_name,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating
894,4057812,Ruhiges 2 Zi-Altbau-App Prenzlauerberg EG im RG,Helmholtzplatz,21045207,Gerrit,Pankow,52.5413818359375,13.41635036468506,Entire condo,2,$60.00,30,12,4.83
895,4065383,Möbliertes 55qm Zimmer in netter 2er Zweck-WG,Alexanderplatz,876545,Marta,Mitte,52.52687,13.39991,Private room in rental unit,1,$28.00,92,0,
896,4065972,Wunderschöne Altbauwohnung in zentraler Citylage,Otto-Suhr-Allee,21087298,Britta,Charlottenburg-Wilm.,52.51659,13.30559,Entire rental unit,4,,92,3,5.0
897,4066963,2-room furnished rental near center,Volkspark Wilmersdorf,21091787,Hilda,Charlottenburg-Wilm.,52.48751,13.33166,Entire condo,4,$50.00,92,72,4.6
898,4071967,Cozy & bright apartment in Neukölln,Neuköllner Mitte/Zentrum,12140017,Steen,Neukölln,52.48326,13.42948,Entire home,2,,28,10,4.8
899,4083538,Friedrichshain-Kreuzberg: Best Area & Self-Checkin,Karl-Marx-Allee-Süd,21179795,Igor,Friedrichshain-Kreuzberg,52.51103,13.44785,Entire condo,2,,7,119,4.64
900,4088260,Nice cosy flat in Kastanienalle,Prenzlauer Berg Südwest,21162438,Laetitia,Pankow,52.53726,13.40804,Entire rental unit,2,,92,5,4.6
901,4100032,Sonnige Wohnung in lebendigem Viertel,Neuköllner Mitte/Zentrum,7278838,Raimund,Neukölln,52.46833,13.43369,Entire rental unit,4,,3,34,4.88
902,4100566,Luxury Apartment in Trendy Insider Neighbourhood,Wedding Zentrum,21270297,Soo-Hyun,Mitte,52.54176,13.35694,Entire rental unit,2,,1,30,4.93
903,4102472,Berlin-direkt am Wasser bis 6 Pers.,Schmöckwitz/Karolinenhof/Rauchfangswerder,21281171,Rolando,Treptow - Köpenick,52.381000651746795,13.648997642034509,Entire rental unit,6,$150.00,3,49,4.53
904,4103827,Beautiful old apartment in Neukölln,Rixdorf,18865584,Heiko-Thandeka,Neukölln,52.47788,13.44025,Private room in rental unit,2,,92,12,4.75
905,4106583,Central Spacious Maisonette Apartment,Brunnenstr. Nord,20998252,Alex,Mitte,52.5448,13.37508,Entire loft,9,$269.00,4,500,4.62
906,4108878,Sunny Room Berlin Neukölln,Rixdorf,21317733,Steve,Neukölln,52.47223,13.44168,Private room in rental unit,2,,92,8,4.5
907,4110390,design apartment in the heart of hip Kreuzberg,nördliche Luisenstadt,3037322,Lena,Friedrichshain-Kreuzberg,52.5019,13.43049,Entire rental unit,2,$249.00,4,106,4.94
908,4114966,2 Balconies with a Stunning View - Family & Work,Prenzlauer Berg Süd,4736382,Nassa,Pankow,52.53126758764975,13.421525001525886,Entire rental unit,6,$211.00,2,277,4.86
909,4134166,Schönes Zimmer in Berlin Steglitz,Albrechtstr.,20645008,Paco,Steglitz - Zehlendorf,52.46435,13.33088,Private room in rental unit,2,,92,3,4.33
910,4138491,2 Zimmer auf der Roten Insel,Schöneberg-Süd,21470915,Oliver Johannes,Tempelhof - Schöneberg,52.48299,13.35876,Entire rental unit,4,,92,1,5.0
911,4143769,Big and beautiful Room in Neukölln,Rixdorf,4931186,Anne,Neukölln,52.47179,13.44292,Private room in rental unit,2,,92,7,5.0
912,4146871,Lovely Berliner Zimmer with en suite bathroom,Neuköllner Mitte/Zentrum,1019199,Saskia,Neukölln,52.47703,13.43896,Private room in rental unit,2,,92,0,
913,4155399,Apartement in Kreuzberg w/ balcony,Südliche Friedrichstadt,21086574,Felix,Friedrichshain-Kreuzberg,52.49801,13.40427,Entire rental unit,2,,92,38,4.5
914,4165545,Cosy room in main Friedrischain,Prenzlauer Berg Ost,13653192,Tiare,Pankow,52.52049,13.46576,Private room in rental unit,2,,92,8,4.88
915,4182815,Bonita Casa Souterrain,Tempelhofer Vorstadt,6444753,Elisa,Friedrichshain-Kreuzberg,52.49009,13.39371,Entire rental unit,6,$210.00,7,355,4.89
916,4186667,Bright & Beautiful in Berlin!,Schillerpromenade,3467767,Magna,Neukölln,52.47251,13.42551,Entire rental unit,2,,92,68,4.72
917,4190821,Beautiful Room in Berlin Neukölln,Neuköllner Mitte/Zentrum,21742505,Rita,Neukölln,52.48349,13.42867,Private room in rental unit,2,,92,11,4.82
918,4191881,cosy 105sqm design flat in F'Hain,Frankfurter Allee Süd FK,21748741,Marcel,Friedrichshain-Kreuzberg,52.50316,13.45509,Entire rental unit,6,,92,31,4.87
919,4195365,"bright, cozy and arty in Berlin",Rixdorf,21306569,Lena,Neukölln,52.4734,13.44337,Entire rental unit,3,,92,0,
920,4198620,Cosy apartment in ideal location,Tempelhofer Vorstadt,3473459,Mikko,Friedrichshain-Kreuzberg,52.493778228759766,13.419659614562988,Entire rental unit,2,,10,39,4.59
921,4201970,Room in Design apartment with private garden,Schillerpromenade,1701701,Nini,Neukölln,52.47720853877755,13.420971772083954,Private room in condo,2,$89.00,1,28,4.86
922,4204187,Mein schönes großes Zimmer,Prenzlauer Berg Nordwest,21799639,Moritz,Pankow,52.55626,13.41365,Private room in rental unit,2,,92,0,
923,4213594,"Design, central Prenzlauer Berg, ideal GLS school",Prenzlauer Berg Südwest,2213775,Anne,Pankow,52.53994,13.41177,Private room in rental unit,2,$90.00,7,18,4.94
924,4214436,Flat near Prenzlauer Berg,Pankow Süd,21871253,Shao-Xi,Pankow,52.56065,13.41065,Private room in rental unit,3,,92,2,5.0
925,4214856,Best Location Berlin,Südliche Friedrichstadt,16489906,Ryan,Friedrichshain-Kreuzberg,52.50566,13.38956,Private room in rental unit,2,,92,10,4.7
926,4215500,Artist apartment,Schöneberg-Süd,3833338,Andreas,Tempelhof - Schöneberg,52.48415,13.35152,Entire rental unit,4,$135.00,92,49,4.92
927,4229389,Central Flat with Balcony by the Park,Alexanderplatz,4410994,Matt &Ana,Mitte,52.52295,13.39696,Entire rental unit,2,,92,44,4.77
928,4240183,PASO DOBLE Fernando Moabit Berlin,Moabit West,20715296,María,Mitte,52.52018,13.33145,Entire rental unit,4,$90.00,15,75,4.59
929,4246768,Beautiful large sunny room in Berlin Mitte,Alexanderplatz,7799349,Meggie,Mitte,52.52504,13.39436,Private room in rental unit,2,$145.00,3,75,4.99
930,4260362,Cozy room in beautiful Kreuzberg :),Tempelhofer Vorstadt,22111700,Anthony,Friedrichshain-Kreuzberg,52.4928,13.39627,Private room in rental unit,2,,92,6,4.67
931,4280343,klein aber fein,Kantstraße,22223304,Eva,Charlottenburg-Wilm.,52.51106,13.31384,Private room in rental unit,1,$40.00,1,144,4.85
932,4282156,Kreuzberg at the Canal: cosy flat with balcony,südliche Luisenstadt,22231410,Sylvia,Friedrichshain-Kreuzberg,52.4959,13.4458,Entire rental unit,2,$105.00,6,103,4.73
933,4282706,Wonderful TOPFLOOR in Neukölln,Neuköllner Mitte/Zentrum,4727191,C-Laura,Neukölln,52.46596,13.43797,Entire rental unit,4,,92,0,
934,4290174,"Emilio Vedova, Villa-Hufeland Berli",Buch,939361,Wolfram,Pankow,52.63302,13.50115,Entire rental unit,4,$115.00,2,72,4.6
935,4291270,Center of Berlin - charming Home,Brunnenstr. Süd,6043420,Natalija,Mitte,52.53547,13.37867,Entire rental unit,5,,92,0,
936,4298404,One-room apartment in Berlin Zone A,Schöneberg-Süd,22314657,Shih-Hao,Tempelhof - Schöneberg,52.49393,13.34456,Entire home,2,,92,1,4.0
937,4300348,"Mitte, new, modern, 3 Bedrooms",Alexanderplatz,1376485,Rosi,Mitte,52.53227,13.37643,Entire condo,5,$174.00,4,47,4.74
938,4306666,Zimmer im Szenekiez Neukölln!,Reuterstraße,22355971,Dolph,Neukölln,52.4846,13.43142,Private room in rental unit,2,,92,5,4.8
939,4314353,stylish ap. @Xberg with lakeview,nördliche Luisenstadt,21239469,Stefan,Friedrichshain-Kreuzberg,52.50419,13.4181,Shared room in rental unit,1,,355,0,
940,4318976,Cy Twombly in the Villa-Hufeland,Buch,939361,Wolfram,Pankow,52.63244,13.50076,Entire rental unit,3,$105.00,92,33,4.79
941,4321540,NEW Apartment Heart of Berlin -Friedrichain,Karl-Marx-Allee-Nord,22437698,Sebastian,Friedrichshain-Kreuzberg,52.51809,13.44899,Entire rental unit,2,$89.00,92,0,
942,4326410,bohemian artist apartment shop -neukölln,Neuköllner Mitte/Zentrum,368264,Caroline,Neukölln,52.46978,13.43038,Entire rental unit,5,$105.00,1,311,4.48
943,4335533,"Mitte, aber ruhig - ideal für Familien bis 6 Gäste",Alexanderplatz,22511671,Rainer Willi Hans,Mitte,52.52526,13.40895,Entire rental unit,6,$130.00,3,596,4.76
944,4352958,Maisonette apartment with a rooftop terrasse,Neue Kantstraße,22597677,Masa,Charlottenburg-Wilm.,52.5073,13.28522,Entire rental unit,4,,5,19,4.95
945,4353760,30m² In Neukölln,Rixdorf,22601158,Johannes,Neukölln,52.48625,13.4477,Private room in rental unit,2,,92,0,
946,4360762,Beautiful home in heart of Neukölln,Reuterstraße,12837915,Rosa,Neukölln,52.48933,13.42862,Entire rental unit,4,,92,0,
947,4361687,Design room near canal in the hip areas of Berlin,Reuterstraße,22640091,Thain,Neukölln,52.49153,13.42423,Private room in rental unit,2,,3,35,4.8
948,4361737,Cosy Room in middle of Warschauer Street,Karl-Marx-Allee-Süd,22641272,Dor,Friedrichshain-Kreuzberg,52.51243,13.45166,Private room in rental unit,3,$157.00,2,268,4.78
949,4362839,"Centrally located room, small but cozy",Brunnenstr. Süd,3796250,Sabine,Mitte,52.5335,13.40624,Private room in rental unit,2,$74.00,2,185,4.82
950,4368303,"Cosy and charming single Flat, sunny with balcony",Karlshorst,22675898,Rolf-Dieter,Lichtenberg,52.48046,13.51204,Entire rental unit,1,$60.00,92,9,4.78
951,4375818,"Cozy, quiet and light flat in Mitte",Moabit West,22718498,Lena,Mitte,52.52962,13.33525,Entire rental unit,3,,92,7,4.86
952,4380854,Beste Lage in für Kunst in Kreuzberg,Südliche Friedrichstadt,22746819,Agnes,Friedrichshain-Kreuzberg,52.50582,13.40005,Private room in rental unit,2,,2,306,4.89
953,4385494,once upon a time,Pankow Süd,22767895,Fabio,Pankow,52.55352,13.41998,Entire rental unit,4,$141.00,92,0,
954,4385733,Roomy flat in the heart of Berlin,Prenzlauer Berg Nordwest,22768367,Martin,Pankow,52.54947,13.411,Entire rental unit,2,,8,46,4.93
955,4387741,Stylish & Tranquil,Rixdorf,7249597,Daniel,Neukölln,52.48555,13.45329,Private room in rental unit,2,$76.00,2,90,4.54
956,4391574,"2 schöne, große,helle Zimmer",Prenzlauer Berg Nordwest,22798067,Stefan,Pankow,52.54939,13.40937,Private room in rental unit,4,,92,1,5.0
957,4406052,FeWo Willem de Kooning,Buch,939361,Wolfram,Pankow,52.63336,13.50118,Entire rental unit,4,$115.00,92,45,4.56
958,4410151,"Very Central, Calm & Bright furnished apartment",Osloer Straße,22890596,Philipp,Mitte,52.55773,13.38166,Entire rental unit,1,$42.00,92,86,4.77
959,4415608,Lovely two bed room in Schoeneberg,Schöneberg-Süd,7612325,Chantal,Tempelhof - Schöneberg,52.47953,13.34853,Private room in rental unit,2,,92,19,4.79
960,4415891,Charming Apartment in the Heart of Berlin Mitte,Brunnenstr. Nord,22921132,Tatjana,Mitte,52.53995,13.39632,Private room in rental unit,1,$55.00,7,14,4.93
961,4419264,*Your own flat*38qm²*balcony*F'hain,Frankfurter Allee Süd FK,22940183,Patrick,Friedrichshain-Kreuzberg,52.50049,13.46538,Entire rental unit,3,,92,7,5.0
962,4424125,1Room Beautiful Flat with Balcony,Düsseldorfer Straße,22693048,Saido,Charlottenburg-Wilm.,52.49868,13.33598,Entire rental unit,2,$95.00,92,104,4.92
963,4435646,"Beautiful, light 60m2 apartment",Reuterstraße,16033428,Ben,Neukölln,52.48338,13.43877,Entire rental unit,2,,92,9,4.56
964,4446421,Soak up the Unique Vibe of an Expansive Artist's Loft,Tiergarten Süd,23075162,Mikki,Mitte,52.50119,13.3616,Entire rental unit,7,$350.00,3,206,4.79
965,4448981,Fotografen-Penthouse im Stadtzentrum,Alexanderplatz,23042311,Mia,Mitte,52.52271,13.38408,Entire condo,5,$320.00,3,250,4.49
966,4453432,MICRO LOFT in hippest BERLIN,Prenzlauer Berg Nordwest,12559165,Thomas,Pankow,52.5477,13.41106,Entire loft,2,$75.00,92,43,4.84
967,4462848,2 room apartment,Kantstraße,23155049,Brit,Charlottenburg-Wilm.,52.50848,13.30952,Entire rental unit,2,$85.00,3,265,4.79
968,4465827,Charmer in heart of Neukölln!,Reuterstraße,4856060,Imogen,Neukölln,52.4858,13.42894,Private room in rental unit,2,,92,6,4.83
969,4466355,Week-end in Berlin Mitte !,Brunnenstr. Süd,21948766,Ludmilla,Mitte,52.53617,13.39652,Entire rental unit,2,,92,22,4.95
970,4467613,"Mitte Rooftop, Sunny Terrace - 01/Z/RA/014002-22",Brunnenstr. Nord,22755563,Emilie,Mitte,52.53593,13.39058,Entire rental unit,6,$395.00,5,28,4.96
971,4468054,Spacious room in Neukölln,Schillerpromenade,20205918,Cieke,Neukölln,52.47498,13.42189,Private room in rental unit,3,,92,23,4.96
972,4479415,Spacious apartment in Kreuzberg,Tempelhofer Vorstadt,15756543,Joana,Friedrichshain-Kreuzberg,52.49005,13.4057,Entire rental unit,2,,92,6,4.5
973,4483516,Kleine gemütliche 2 Zimmer Wohnung,Karl-Marx-Allee-Süd,23262675,Joshua,Friedrichshain-Kreuzberg,52.51454,13.4439,Entire rental unit,3,,92,8,4.75
974,4496341,Ruhige Whg Bötzowkiez nähe Alex,Prenzlauer Berg Süd,23323051,Matthias,Pankow,52.531778214432485,13.429631001244587,Entire rental unit,2,$80.00,92,0,
975,4505069,Lovely trendy family apartment,Pankow Süd,23363890,Stefanie,Pankow,52.55945,13.41526,Entire rental unit,3,,92,3,5.0
976,4510046,Big & cozy room with balcony,Rixdorf,1650147,Esther,Neukölln,52.48434,13.44532,Private room in rental unit,2,,92,25,4.8
977,4510441,Grosses Zimmer,Prenzlauer Berg Süd,1511346,Ulf-Gunnar,Pankow,52.53377,13.42322,Private room in rental unit,2,$85.00,2,85,4.72
978,4515108,Charming room in Mitte/Kreuzberg,Südliche Friedrichstadt,23410579,Lilia,Friedrichshain-Kreuzberg,52.506001,13.39886,Private room in rental unit,1,$79.00,1,42,4.93
979,4522000,Large room in central Berlin,Frankfurter Allee Süd FK,14358563,Stefano,Friedrichshain-Kreuzberg,52.51078,13.45506,Private room in condo,1,,1,44,4.91
980,4543706,3 rooms Apartment with Cleaner!,Tempelhof,14496460,Nailya,Tempelhof - Schöneberg,52.48095,13.38534,Entire rental unit,4,,92,5,4.2
981,4546129,Cosy Room in Neukölln * Weserkiez,Reuterstraße,21163967,Christoph,Neukölln,52.48367,13.43737,Private room in rental unit,2,,92,2,5.0
982,4547206,Bright Sunny Central Kreuzberg  | Family friendly,südliche Luisenstadt,23576017,Sonja,Friedrichshain-Kreuzberg,52.4965,13.44653,Entire rental unit,5,,92,4,5.0
983,4554834,SONNIG+VERKEHRSGÜNSTIG+CITY WEST+COSY > LONG TERM,Barstraße,10039278,Petra,Charlottenburg-Wilm.,52.48793,13.30308,Private room in rental unit,1,$31.00,92,43,4.7
984,4556488,Balcony room in Neukölln,Schillerpromenade,15753705,Artur,Neukölln,52.46664,13.42328,Private room in rental unit,2,,92,0,
985,4560502,beautiful room in hot spot Mitte,Prenzlauer Berg Südwest,23643175,Till,Pankow,52.53023965135683,13.4079157023717,Private room in rental unit,1,$88.00,2,101,4.87
986,4563394,Charming apartment green & near the city,Pankow Zentrum,5782835,Anna,Pankow,52.56727,13.39122,Entire rental unit,3,$80.00,1,193,4.8
987,4568754,Kreuzkölln Canal-View Apartment: Spacious & Modern,Reuterstraße,1266564,Matthew,Neukölln,52.49447515051324,13.425374464834364,Entire condo,2,,5,9,5.0
988,4573930,home sweet home,Reuterstraße,23709188,Xenia,Neukölln,52.49173,13.43279,Entire rental unit,4,,92,7,4.71
989,4581049,Room with a view in Prenzlauer Berg,Prenzlauer Berg Ost,456057,Etienne,Pankow,52.52753,13.44648,Entire rental unit,2,,3,299,4.88
990,4584283,Townhouse in Berlin mitte,Brunnenstr. Süd,716475,Hanya,Mitte,52.53223,13.40215,Entire home,4,$180.00,365,0,
991,4591348,Berlin SUPER Penthouse,Mierendorffplatz,23800239,Jorge Andres,Charlottenburg-Wilm.,52.52629,13.31271,Private room in rental unit,4,,92,0,
992,4593234,Schönes Zimmer in toller DG Wohnung,Schöneberg-Nord,23809588,Magdalena,Tempelhof - Schöneberg,52.49677,13.35134,Private room in rental unit,2,,92,0,
993,4593350,central and cosy apartment in Prenzlauer Berg,Prenzlauer Berg Nordwest,14196096,Olimpia,Pankow,52.54303,13.41228,Entire rental unit,3,,92,8,5.0
994,4595043,Studio in der Mitte Berlins,Südliche Friedrichstadt,23818637,Josefa,Friedrichshain-Kreuzberg,52.50432,13.41074,Entire loft,2,,2,36,4.83
995,4596755,Neukölln with a view!,Rixdorf,23827133,Rafaela,Neukölln,52.48598,13.45071,Entire rental unit,2,,92,32,4.47
996,4600006,Schöne helle Altbau-Wohnung in Kreuzberg,Tempelhofer Vorstadt,23647617,Catherine,Friedrichshain-Kreuzberg,52.49158,13.39179,Entire rental unit,4,,3,4,5.0
997,4619320,Bundesplatz stunning appartment,Volkspark Wilmersdorf,23927964,Bon Hi,Charlottenburg-Wilm.,52.47987,13.32829,Entire rental unit,4,,92,0,
998,4621461,Kreuzberg 19th century flat,Tempelhofer Vorstadt,23937038,Simon,Friedrichshain-Kreuzberg,52.49396,13.38591,Private room in rental unit,2,,92,0,
999,4626336,beautiful room in central of xberg,südliche Luisenstadt,23961497,Theresa,Friedrichshain-Kreuzberg,52.49636,13.42862,Private room in rental unit,2,,92,0,
1000,4636280,Tolles Apartment im Herzen Berlins,Alexanderplatz,23042311,Mia,Mitte,52.52251877745493,13.383566674777562,Entire rental unit,4,$198.00,3,218,4.53
1001,4642736,Living@Solarhaus- Solarenergy  4U CO2 Footstep,Britz,24037323,Josef,Neukölln,52.44291,13.41464,Private room in home,1,$30.00,190,5,5.0
1002,4642938,66qm 2 Room Flat in Berlin Neukölln,Reuterstraße,24038270,Tom,Neukölln,52.48767,13.43825,Entire rental unit,3,$60.00,180,0,
1003,4646609,"Apartment ""Falcon""",Alexanderplatz,14746021,Christopher,Mitte,52.52162,13.40425,Entire condo,2,$50.00,180,32,4.63
1004,4658626,Beautiful and charming Flat with balcony,Karlshorst,22675898,Rolf-Dieter,Lichtenberg,52.48065,13.51202,Entire rental unit,2,$63.00,92,3,5.0
1005,4658675,Beautiful & super central apt,Alexanderplatz,651608,Clara,Mitte,52.52291,13.39852,Entire rental unit,2,$80.00,6,21,4.81
1006,4662175,Flat so nice with garden in mitte,Moabit West,21145522,Fabio,Mitte,52.53258,13.3388,Entire rental unit,2,$52.00,93,12,4.75
1007,4673695,Room in Fhain! also for couples,Frankfurter Allee Süd FK,24176658,Michele,Friedrichshain-Kreuzberg,52.49904,13.4613,Private room in rental unit,2,,92,0,
1008,4674406,Cozy Apartment in Berlin,Neu Lichtenberg,3279823,Ayelén,Lichtenberg,52.50889,13.49844,Entire rental unit,4,,92,1,5.0
1009,4679705,Cozy Room in the Center,Prenzlauer Berg Südwest,3888720,Ignacio,Pankow,52.531,13.4091,Private room in rental unit,1,,92,5,4.8
1010,4682639,BIG flat in Berlin with 2rooms 80qm,Wedding Zentrum,24194564,Christian,Mitte,52.54852,13.36739,Entire rental unit,6,,92,2,4.0
1011,4702615,F. Léger apartment cozy light airy,Volkspark Wilmersdorf,24309980,Maurizio,Charlottenburg-Wilm.,52.48977,13.32905,Entire rental unit,2,$90.00,5,53,4.72
1012,4702673,Sunny hidden place Neukölln with private garden,Schillerpromenade,1701701,Nini,Neukölln,52.477430881588255,13.422756943022112,Private room in rental unit,1,$99.00,2,4,5.0
1013,4704005,Big room for the holidays,Wedding Zentrum,24316398,Carrie,Mitte,52.55291,13.37817,Private room in rental unit,2,,92,1,5.0
1014,4718253,Wg zimmer in neukölln,Rixdorf,24374635,Rosalie,Neukölln,52.47148,13.45238,Private room in rental unit,2,,92,0,
1015,4720963,Apartment in City Centre of Berlin,Schöneberg-Nord,662565,Gisella,Tempelhof - Schöneberg,52.49742,13.34955,Entire rental unit,2,,7,191,4.5
1016,4725318,moderne Wohnung mit Garten im Zentrum Berlins,Alt  Treptow,24405032,Maxie,Treptow - Köpenick,52.491,13.4528,Entire rental unit,4,,92,10,5.0
1017,4726241,Spacious Renovated Central Flat,Prenzlauer Berg Südwest,10617873,Andrew,Pankow,52.53185,13.41073,Entire rental unit,6,,92,2,5.0
1018,4731140,"Mitte Penthouse, 6 rooms, terrace, TV tower view",Alexanderplatz,1399741,Michelle,Mitte,52.52731,13.38952,Entire rental unit,6,,92,2,4.5
1019,4732406,Beautiful Apartment in F'hain,Karl-Marx-Allee-Nord,13122693,Claudia,Friedrichshain-Kreuzberg,52.52352,13.44913,Entire rental unit,2,,92,34,4.65
1020,4734366,"Apartment at""Castle Charlottenburg""",Schloß Charlottenburg,24443968,Nils,Charlottenburg-Wilm.,52.51976,13.29808,Entire rental unit,2,,92,1,5.0
1021,4737384,Room in Neuköllm,Rixdorf,24456826,Cecilie&Mohanad,Neukölln,52.4825,13.44397,Private room in rental unit,2,,92,65,4.69
1022,4744063,Spacious Apartment for Two,Drakestr.,18342260,Franziska,Steglitz - Zehlendorf,52.43157,13.31094,Entire rental unit,2,$60.00,3,167,4.56
1023,4748491,"Modern, art apartment Berlin Mitte",Alexanderplatz,24507087,Marcus,Mitte,52.52675,13.39817,Entire rental unit,2,$94.00,4,179,4.83
1024,4749982,Appartamento zona Wedding,Parkviertel,15686693,Sergio,Mitte,52.56274,13.34238,Entire rental unit,2,$38.00,92,5,4.6
1025,4755905,"Cosy, bright top floor room",Reuterstraße,22578786,Marlitt,Neukölln,52.48409,13.43756,Private room in rental unit,1,,92,3,5.0
1026,4763536,Gemütliche 1 ZI Wohnung in Neukölln,Neuköllner Mitte/Zentrum,4909625,Christina,Neukölln,52.46933,13.43139,Entire rental unit,2,,92,8,4.75
1027,4779038,Gorgeous apartment in central Friedrichshain,Karl-Marx-Allee-Nord,24645340,Katherina,Friedrichshain-Kreuzberg,52.52427,13.4399,Entire rental unit,3,,92,6,4.83
1028,4779331,"Stunning, elegant and quiet flat in perfect spot",Brunnenstr. Süd,5640504,Marianne,Mitte,52.53231,13.40617,Entire rental unit,4,$100.00,60,74,4.93
1029,4780087,CENTRAL KREUZBERG ROOM WITH GARDEN,Südliche Friedrichstadt,14880099,Ana Maria,Friedrichshain-Kreuzberg,52.49864,13.41325,Private room in rental unit,2,$82.00,3,65,4.71
1030,4781617,renovierte 1-Zimmerwohnung,Brunnenstr. Süd,6860402,Inga,Mitte,52.52944,13.38746,Entire rental unit,2,,92,1,5.0
1031,4782229,Big room in Moabit 5 min. from Zoo with the U-bahn,Moabit West,9725358,Santiago,Mitte,52.53313,13.33757,Private room in rental unit,3,$38.00,93,103,4.9
1032,4792286,Cosy Room in Kreuzberg,nördliche Luisenstadt,20967029,Gabriel,Friedrichshain-Kreuzberg,52.50257,13.43104,Private room in rental unit,2,,92,1,5.0
1033,4797474,schönes Zimmer mit Dielenboden,Neuköllner Mitte/Zentrum,24721780,Fabian,Neukölln,52.4808,13.42954,Private room in rental unit,2,,92,1,4.0
1034,4804458,Room/Flat-Berlin-Prenzlauerberg,Brunnenstr. Süd,24751460,Jochen,Mitte,52.532661,13.405394,Entire rental unit,2,$55.00,92,23,4.83
1035,4804494,Room in the social centre of Berlin,südliche Luisenstadt,24751709,Robert Lee,Friedrichshain-Kreuzberg,52.49958,13.44539,Private room in rental unit,1,$30.00,92,299,4.7
1036,4812941,A Couple's Nest to Explore Berlin & Kreuzberg,nördliche Luisenstadt,8433268,Henning,Friedrichshain-Kreuzberg,52.50143,13.4169,Entire rental unit,2,$107.00,28,141,4.91
1037,4813228,Small modern studio near city with river view!,Frankfurter Allee Süd FK,24789835,Kai,Friedrichshain-Kreuzberg,52.49430084228515,13.469369888305664,Entire loft,1,$40.00,183,1,4.0
1038,4816644,Cozy Flat In Neukölln,Rixdorf,23567289,Maria,Neukölln,52.47784,13.44817,Entire rental unit,2,,92,1,4.0
1039,4819036,Make yourself at home,Prenzlauer Berg Südwest,24434072,Sebastian,Pankow,52.53062,13.41695,Entire rental unit,2,,92,8,5.0
1040,4819610,160sqm loft overlooking Berlin,Neuköllner Mitte/Zentrum,24820271,Matthias,Neukölln,52.46952,13.43741,Entire rental unit,10,,92,3,5.0
1041,4820717,nice flat in the heart of xberg,Tempelhofer Vorstadt,9924481,Salome,Friedrichshain-Kreuzberg,52.49445,13.39362,Entire rental unit,3,,92,2,5.0
1042,4823591,68m² flat in beautiful old building,Wedding Zentrum,24838053,Vincent,Mitte,52.55529,13.37598,Entire rental unit,6,$90.00,3,57,4.86
1043,4830714,"Charming Design Loft, Berlin Mitte",Alexanderplatz,24507087,Marcus,Mitte,52.52735,13.39749,Entire loft,2,$148.00,4,194,4.93
1044,4839695,Pair-suited room in shared aptmt,Moabit West,13645795,Niklas,Mitte,52.53203,13.32656,Private room in rental unit,2,,92,1,4.0
1045,4847553,family friendly flat berlin,Rixdorf,24942482,Carsten,Neukölln,52.47173,13.45247,Entire rental unit,4,$130.00,3,54,4.91
1046,4859440,Cosy Room in Neukölln/Sonnenallee,Rixdorf,25000630,Mia,Neukölln,52.47829,13.45071,Private room in rental unit,2,,92,1,5.0
1047,4861617,Zimmer im Gräfekiez 22m²,Tempelhofer Vorstadt,23693478,Holger,Friedrichshain-Kreuzberg,52.49075,13.41943,Private room in rental unit,1,$50.00,92,29,4.83
1048,4864695,Cozy flat close to Alexanderplatz,Helmholtzplatz,25021999,Franzi,Pankow,52.54268,13.42234,Entire rental unit,4,,92,20,4.65
1049,4869716,Wohnen im Herzen von Berlin,Tempelhofer Vorstadt,25049986,Jan,Friedrichshain-Kreuzberg,52.49341,13.39472,Entire rental unit,2,$87.00,1,668,4.65
1050,4884695,Room for 2 in Prenzlauer Berg,Prenzlauer Berg Süd,25130250,Markusmüller,Pankow,52.5304,13.43849,Private room in rental unit,2,,92,0,
1051,4885068,Well-Designed Shiny Nest in the Heart of Berlin,Prenzlauer Berg Nord,7946999,Andrea,Pankow,52.55031,13.42178,Entire rental unit,2,,5,234,4.76
1052,4889706,Apartment for 6 in Kreuzberg!,nördliche Luisenstadt,2086503,Christian,Friedrichshain-Kreuzberg,52.50215,13.42292,Entire rental unit,6,$220.00,2,74,4.86
1053,4890309,Sunny 1.5 Room Flat in Neukölln,Schillerpromenade,2966834,Begum,Neukölln,52.47691,13.42202,Entire rental unit,2,,13,3,5.0
1054,4898379,Flat in Friedrichshain at Ostkreuz,Frankfurter Allee Süd FK,25134834,Ari,Friedrichshain-Kreuzberg,52.50548,13.46476,Private room in rental unit,3,,92,1,4.0
1055,4898739,a big and beautiful room in Wilmersdorf,Volkspark Wilmersdorf,9553698,Mirjam,Charlottenburg-Wilm.,52.48983,13.32508,Private room in rental unit,1,,2,80,4.65
1056,4901321,Flat in Prenzlauerberg for rent,Prenzlauer Berg Süd,25229702,Lea,Pankow,52.53232,13.42708,Entire rental unit,1,,92,0,
1057,4904892,Maisonette in X-Kölln / bright&calm,Reuterstraße,11359772,Benjamin,Neukölln,52.49228,13.42701,Entire rental unit,4,$268.00,3,8,4.88
1058,4905886,26m² room in a 120 m² flatshare,Schillerpromenade,25257208,Marc,Neukölln,52.46886,13.42751,Private room in rental unit,2,,92,0,
1059,4912816,Big Room Available in 2bdr flat / Neukölln,Rixdorf,6593941,Emma,Neukölln,52.47725,13.45002,Private room in rental unit,2,,92,1,5.0
