,id,name,neighbourhood_cleansed,host_id,host_name,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating
0,3176,Fabulous Flat in great Location,Prenzlauer Berg Südwest,3718,Britta,Pankow,52.53471,13.4181,Entire rental unit,4,$105.00,63,148,4.63
1,9991,Geourgeous flat - outstanding views,Prenzlauer Berg Südwest,33852,Philipp,Pankow,52.53269,13.41805,Entire rental unit,7,$180.00,6,7,5.0
2,14325,Studio Apartment in Prenzlauer Berg,Prenzlauer Berg Nordwest,55531,Chris + Oliver,Pankow,52.54813,13.40366,Entire rental unit,1,$70.00,150,26,4.68
3,16644,In the Heart of Berlin - Kreuzberg,nördliche Luisenstadt,64696,Rene,Friedrichshain-Kreuzberg,52.50312,13.43508,Entire condo,4,$90.00,93,48,4.72
4,17904,Beautiful Kreuzberg studio - 3 months minimum,Reuterstraße,68997,Matthias,Neukölln,52.49419,13.42166,Entire rental unit,2,$25.00,92,299,4.77
5,20858,Designer Loft in Berlin Mitte,Prenzlauer Berg Südwest,71331,Marc,Pankow,52.53711,13.40888,Entire loft,4,$213.00,3,130,4.49
6,21869,Studio in the Heart of Kreuzberg,nördliche Luisenstadt,64696,Rene,Friedrichshain-Kreuzberg,52.5046,13.43374,Entire rental unit,2,$70.00,93,60,4.74
7,22438,WOHNUNG IN BERLIN ★ MITTE,Brunnenstr. Süd,86159,Javier,Mitte,52.53408,13.38871,Entire rental unit,2,$53.00,93,182,4.7
8,22677,"""Prenzel Garten"" mit Terrasse",Brunnenstr. Süd,87357,Ramfis,Mitte,52.53355,13.40476,Entire rental unit,6,$170.00,2,507,4.8
9,23834,Apartment in the heart of Berlin,Tempelhofer Vorstadt,94918,Tanja,Friedrichshain-Kreuzberg,52.49134,13.37975,Entire condo,4,,185,98,4.37
10,28156,Beautiful apartment in Prenzlauer Berg,Prenzlauer Berg Nordwest,55531,Chris + Oliver,Pankow,52.54804,13.40349,Entire rental unit,1,$70.00,150,34,4.66
11,29279,Quiet 2 rooms next Helmholtzplatz,Helmholtzplatz,54283,Marine,Pankow,52.54367,13.42431,Entire rental unit,2,$120.00,92,81,4.81
12,30295,PEACEFUL FLAT WITH VINTAGE TOUCH IN PRENZLAUERBERG,Helmholtzplatz,485838,Michele,Pankow,52.54596,13.42291,Entire rental unit,8,$127.00,4,438,4.79
13,34854,"Ku'damm-Nähe,sonnig,ruhig,Balkon",Düsseldorfer Straße,145583,Christian,Charlottenburg-Wilm.,52.49546,13.30858,Entire rental unit,4,$60.00,92,1,5.0
14,37004,WONDERFUL ROOM for a bubble in Berlin Central,Schöneberg-Nord,159734,Bernd,Tempelhof - Schöneberg,52.49376,13.36408,Private room in rental unit,2,$61.00,9,36,4.73
15,37554,More central+calm it won´t get !!,Regierungsviertel,161823,Iván,Mitte,52.50906,13.39374,Entire rental unit,16,$19.00,95,8,4.38
16,37836,Weekend in Berlin Party Center - II,südliche Luisenstadt,272316,Desiree,Friedrichshain-Kreuzberg,52.4987,13.44041,Private room in condo,3,$89.00,2,205,4.52
17,41217,Beautiful room,Prenzlauer Berg Südwest,179110,Bn,Pankow,52.5378,13.41287,Private room in rental unit,2,,92,70,4.71
18,42809,The Berlin Artist Apartment.,Frankfurter Allee Süd FK,186851,Tina,Friedrichshain-Kreuzberg,52.51099,13.45642,Entire rental unit,4,$220.00,90,200,4.91
19,44423,Lovely accommodation in Berlin,Frankfurter Allee Süd FK,194957,Robert,Friedrichshain-Kreuzberg,52.50943,13.45458,Private room in rental unit,2,,82,105,4.83
20,47227,1-Zimmer Wohnung in Berlin-Neukölln,Reuterstraße,183337,Violeta,Neukölln,52.49442,13.4246,Entire condo,2,,92,0,
21,47938,Lovely 2 BR flat in Prenzlauer Berg,Prenzlauer Berg Südwest,218479,Laura,Pankow,52.53197,13.41994,Entire rental unit,6,,5,40,5.0
22,55853,Hauptstadt-Domizil,Neue Kantstraße,264072,Britta,Charlottenburg-Wilm.,52.50469,13.29409,Entire rental unit,2,$60.00,100,20,4.8
23,57049,130 sqm with a view on Mauer Park,Prenzlauer Berg Nordwest,54283,Marine,Pankow,52.54758,13.40632,Entire rental unit,4,$290.00,3,129,4.92
24,62613,Super Apartment in Berlin/Kreuzberg,südliche Luisenstadt,227954,Guidi,Friedrichshain-Kreuzberg,52.49612,13.42306,Entire rental unit,2,$100.00,4,33,4.69
25,64014,"Rooftop apt w/ a view, 2 bedrooms/bathrooms, sauna",Brunnenstr. Nord,312896,Stephan,Mitte,52.54059,13.40301,Entire rental unit,4,$179.00,3,16,4.75
26,64245,Room w/ balcony and private bathroom in nice area,Prenzlauer Berg Nordwest,312373,Christian,Pankow,52.54994,13.406019,Private room in rental unit,2,$78.00,2,111,4.95
27,64590,Direkt am Kanal! Tolle Wohnung mit Balkon,Reuterstraße,315681,Mirjam,Neukölln,52.49337,13.42555,Entire rental unit,4,$127.00,6,77,4.99
28,68448,Quiet studio in Prenzlauer Berg near Mauerpark,Prenzlauer Berg Nord,163384,Alan & Kasia StayBearlin,Pankow,52.55004,13.41518,Entire rental unit,4,$152.00,3,399,4.61
29,69780,Apartment in Prenzlauer Berg,Prenzlauer Berg Nordwest,55531,Chris + Oliver,Pankow,52.5488,13.40425,Entire condo,1,$106.00,150,1,5.0
30,72079,"Italian Design at Kudamm ,WiFi DSL free",Kantstraße,261488,P. Charlotte,Charlottenburg-Wilm.,52.5078,13.31867,Entire rental unit,2,$123.00,3,90,4.7
31,80843,Berlin City Studio,Schmargendorf,437628,Oliver,Charlottenburg-Wilm.,52.48074,13.28903,Entire rental unit,1,$148.00,2,167,4.95
32,81081,Beautiful Prenzlauer Berg Apt,Prenzlauer Berg Nord,425899,Bernd+Katja :-),Pankow,52.55064,13.41466,Entire rental unit,2,,3,404,4.93
33,83614,Spacious Prenzlauer Berg Apartment in Quiet Street,Helmholtzplatz,456085,Louis,Pankow,52.54720260822955,13.416090488433827,Entire rental unit,6,$520.00,2,387,4.86
34,85560,Apartment 1 in Berlin,Alexanderplatz,451311,Ruth,Mitte,52.53036,13.38137,Entire condo,2,$110.00,3,172,4.72
35,86090,spacious and cozy living in PrenzlBerg,Prenzlauer Berg Nord,472567,Alexandra,Pankow,52.54715,13.42657,Entire guest suite,4,$199.00,3,278,4.88
36,86514,"Apartment in the heart of Berlin, Kreuzberg",südliche Luisenstadt,464827,Hayley,Friedrichshain-Kreuzberg,52.49986,13.44201,Entire rental unit,2,$51.00,92,44,4.59
37,89102,Bright loft in the Kastanienallee,Prenzlauer Berg Südwest,485838,Michele,Pankow,52.54048,13.41087,Entire rental unit,4,$126.00,4,68,4.81
38,102882,STORAGE APARTMENT URBAN,Tempelhofer Vorstadt,86173,Sebastian,Friedrichshain-Kreuzberg,52.48924,13.42371,Entire rental unit,14,$521.00,3,104,4.7
39,115576,Bed and Garden,Blankenfelde/Niederschönhausen,584750,Axel,Pankow,52.58178,13.3962,Entire home,4,$90.00,2,39,4.95
40,117649,F43 - your base for Berlin,südliche Luisenstadt,594164,Ralph&Maria,Friedrichshain-Kreuzberg,52.49989,13.4448,Entire rental unit,4,$68.00,92,82,4.72
41,127708,Design Jewel in the midst of MITTE!,Alexanderplatz,632174,Stéphanie,Mitte,52.52536,13.40488,Entire rental unit,2,$109.00,2,691,4.84
42,135097,Near KaDeWe & Kurfürstendamm,Schöneberg-Nord,662534,Bernd,Tempelhof - Schöneberg,52.49944,13.34685,Entire rental unit,4,$122.00,1,304,4.45
43,145249,Private Wing in Penthouse - Bedroom Bath & Terrace,Frankfurter Allee Nord,1853661,Kirk,Friedrichshain-Kreuzberg,52.51604,13.46059,Private room in loft,3,$91.00,2,165,4.66
44,147339,Lovely apartment - central - quiet,Schöneberg-Süd,712073,Gerhard,Tempelhof - Schöneberg,52.48033,13.3609,Entire rental unit,2,$100.00,4,293,4.91
45,151249,"Private home, quiet, terrasse, cats,",Südliche Friedrichstadt,728298,Ju,Friedrichshain-Kreuzberg,52.49681,13.41758,Entire rental unit,2,$70.00,2,25,4.48
46,162111,"Sunny, cosy room + holland bicycle!",Rixdorf,775103,Verena,Neukölln,52.47705,13.44574,Private room in rental unit,1,,4,74,4.93
47,163287,"Very nice apartment, Bergmann area",Tempelhofer Vorstadt,779623,Stefano,Friedrichshain-Kreuzberg,52.49295,13.39657,Entire rental unit,2,,150,71,4.81
48,163411,Ample parkside apartment Kreuzberg,südliche Luisenstadt,779213,Jutta,Friedrichshain-Kreuzberg,52.49919,13.43648,Entire rental unit,4,$130.00,5,43,4.7
49,164475,Sunny Room in Beautiful Apartment in Kreuzberg,nördliche Luisenstadt,784423,Patrick,Friedrichshain-Kreuzberg,52.50266,13.43547,Private room in rental unit,2,$45.00,26,31,4.65
50,168615,STAYINTOWN - Apartment in Berlin,Blankenburg/Heinersdorf/Märchenland,803717,Dirk,Pankow,52.58045,13.44398,Entire rental unit,2,$56.00,3,27,4.89
51,173153,Beautiful flat 95m² in Berlin Mitte,Alexanderplatz,826546,Wolfgang,Mitte,52.52889,13.40726,Entire rental unit,5,$80.00,92,33,4.81
52,174391,BERLIN The most central!,Brunnenstr. Süd,833209,Julija,Mitte,52.52959,13.39763,Private room in rental unit,2,,92,0,
53,174547,Berlin City Apartment 1with WiFi,Alexanderplatz,833995,Ilona,Mitte,52.51107,13.41645,Entire rental unit,3,,365,31,4.71
54,174560,"2 apartment in Berlin Center, WiFi",Alexanderplatz,833995,Ilona,Mitte,52.51112,13.41596,Entire rental unit,3,,365,53,4.71
55,174576,Berlin City Suite 3 mit W-Lan,Alexanderplatz,833995,Ilona,Mitte,52.51101,13.41584,Entire rental unit,5,,365,40,4.66
56,174579,Berlin City Studio 4 mit W-Lan,Alexanderplatz,833995,Ilona,Mitte,52.50898,13.41535,Entire rental unit,3,,365,79,4.66
57,176342,11C Landmark/Checkpoint Charlie/120m2/2BATH/3BR,Südliche Friedrichstadt,843326,Nino,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire rental unit,8,$771.00,3,110,4.75
58,176355,11A Landmark/Checkpoint Charlie/110m2/2BATH/2BR,Südliche Friedrichstadt,843326,Nino,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire rental unit,6,$730.00,3,81,4.51
59,179102,The Special Place,Pankow Zentrum,857327,Alke,Pankow,52.57051,13.39872,Entire rental unit,12,$300.00,2,181,4.82
60,180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),Neue Kantstraße,864399,Samuel,Charlottenburg-Wilm.,52.499,13.30171,Entire rental unit,1,,92,29,4.83
61,181160,Berliner Flair. . .,Tempelhofer Vorstadt,868282,Frank,Friedrichshain-Kreuzberg,52.4935,13.42134,Private room,1,$61.00,2,609,4.9
62,182816,Cozy 90sqm in Prenzlauer Berg,Helmholtzplatz,876754,Alexander,Pankow,52.54185,13.42415,Entire rental unit,2,,92,3,5.0
63,183988,modern & bright Apartment +parking @Kurfürstendamm,Neue Kantstraße,882801,Minel,Charlottenburg-Wilm.,52.50001,13.30349,Entire rental unit,4,,2,585,4.7
64,186663,Apartment Berlin TW Mexikoplatz,Zehlendorf  Nord,897302,Paul,Steglitz - Zehlendorf,52.4343,13.23037,Entire rental unit,2,$100.00,183,15,4.4
65,186851,"CasaKaiser, 2 room apartment",Schöneberg-Nord,898345,Susanne,Tempelhof - Schöneberg,52.49281,13.34951,Entire rental unit,2,$45.00,93,58,4.66
66,188922,Stay in Prenzlauerberg Berlin !,Prenzlauer Berg Südwest,910884,Kristian,Pankow,52.53243,13.41645,Entire rental unit,3,,92,13,4.31
67,189288,Townhouse Altenescher Weg,Prenzlauer Berg Ost,907038,Katarina-Susanne,Pankow,52.53822,13.45771,Entire townhouse,4,$120.00,3,103,4.75
68,190448,Modernes Studioapartment Berlin,Buckow Nord,920085,Ursula,Neukölln,52.43973,13.46044,Entire guest suite,3,$64.00,3,69,4.72
69,191023,2-Room-Apartment in Berlin-Mitte,Alexanderplatz,923408,Anne,Mitte,52.51398,13.40711,Private room in rental unit,2,,93,40,4.73
70,192050,Perfect for 5 + WLAN near (URL HIDDEN),Pankow Süd,929861,Mandy,Pankow,52.57243,13.42076,Entire rental unit,5,,200,30,4.77
71,192499,Berliner Flair,Tempelhofer Vorstadt,868282,Frank,Friedrichshain-Kreuzberg,52.49187,13.42091,Private room,2,$70.00,2,656,4.9
72,193601,"Well located, cozy 2 rooms apartment, all close by",Pankow Süd,939230,Nana M,Pankow,52.55527,13.42104,Entire rental unit,2,,92,0,
73,194374,Cottage in the city with garden,Karlshorst,943996,Monika,Lichtenberg,52.4766,13.50838,Entire home,4,$100.00,5,64,4.13
74,194465,Beautiful Loft-Studio with garden,Karl-Marx-Allee-Nord,944530,Christian,Friedrichshain-Kreuzberg,52.52023,13.44703,Entire loft,2,,3,248,4.9
75,195413,Residential floor space in Mexicopl,Zehlendorf  Nord,897302,Paul,Steglitz - Zehlendorf,52.43399,13.23025,Entire rental unit,4,$250.00,183,9,4.67
76,198239,Fanstastic Studio Loft in Kreuzberg,Südliche Friedrichstadt,868242,Happy Vegan,Friedrichshain-Kreuzberg,52.50301,13.41506,Entire loft,2,,92,106,4.6
77,198584,"Oriental Style Room, Kudamm / Zoo",Düsseldorfer Straße,969532,Wendy,Charlottenburg-Wilm.,52.49713,13.32525,Private room in rental unit,1,$38.00,14,12,4.67
78,200125,TOP apartment in art nouveau villa,Zehlendorf  Nord,977942,Rainer,Steglitz - Zehlendorf,52.43704,13.22343,Entire condo,4,,60,0,
79,205296,4* apartment in quiet south Berlin,Rudow,1009105,Gisela,Neukölln,52.41363,13.50172,Entire rental unit,4,$100.00,5,3,4.33
80,206021,"Nice sunny room ,Central area...you",Mierendorffplatz,467895,Ursula,Charlottenburg-Wilm.,52.52349,13.2979,Private room in rental unit,1,,92,8,4.25
81,207740,Schicke Garten-Maisonette in Kreuzberg,nördliche Luisenstadt,1022663,Vanessa,Friedrichshain-Kreuzberg,52.50035,13.43736,Entire rental unit,5,,7,12,5.0
82,208495,CENTRAL VINTAGE-MODERN FLAT,Frankfurter Allee Süd FK,965569,Coco,Friedrichshain-Kreuzberg,52.51399,13.46324,Entire rental unit,2,,92,0,
83,212379,Charming Apartment in Berlin Prenzlauerberg,Prenzlauer Berg Südwest,1095355,Michael,Pankow,52.53932,13.41451,Entire rental unit,4,$190.00,2,12,5.0
84,212470,furnished room in beautiful old app,Tempelhofer Vorstadt,1095682,Philipp,Friedrichshain-Kreuzberg,52.49757,13.38215,Private room in rental unit,2,,92,4,4.75
85,214518,Chimaysaberlin Front Room Double Bed,Otto-Suhr-Allee,156897,Helen,Charlottenburg-Wilm.,52.5189,13.3009,Private room in rental unit,1,$41.00,3,81,4.5
86,220445,Apt. Near Charlottenburg Palace,Mierendorffplatz,1142834,Detlef,Charlottenburg-Wilm.,52.52545,13.29847,Entire rental unit,2,$55.00,30,38,4.82
87,221015,clean calm cosy central Berlin Wedding apartment,Wedding Zentrum,1146238,Arzu & Tom,Mitte,52.54223,13.35284,Entire rental unit,4,,6,635,4.81
88,222784,Quiet-central-sunlit-separated kitchen-long term,Moabit West,1156924,Camilla,Mitte,52.52875,13.34062,Entire rental unit,2,$49.00,92,209,4.72
89,229099,Nice room near airport Berlin BER,Altglienicke,1196119,Hannes,Treptow - Köpenick,52.40484,13.53339,Private room in home,1,$48.00,1,442,4.94
90,229348,Excl. Studio A Mitte/Hansaviertel,Moabit Ost,1195177,Annika,Mitte,52.52067184448242,13.341280937194824,Entire rental unit,2,$101.00,5,152,4.63
91,229363,Excl. Studio B Mitte/Hansaviertel,Moabit Ost,1195177,Annika,Mitte,52.52147674560547,13.342495918273926,Entire condo,2,$103.00,5,109,4.52
92,229776,Cosy room in Mitte / Rosenthaler Platz,Alexanderplatz,956350,Arne,Mitte,52.52861,13.40527,Private room in rental unit,2,$55.00,3,303,4.91
93,230611,4 bedroom holiday house Berlin,Lichtenrade,1205340,Christine,Tempelhof - Schöneberg,52.39095,13.39185,Entire home,7,$96.00,92,7,5.0
94,233083,2-bed-loft-dwelling designers flat,Neue Kantstraße,1219893,Katharina,Charlottenburg-Wilm.,52.50587,13.29551,Entire rental unit,2,$105.00,92,40,4.95
95,237670,Apartment Burde 2,Buckow Nord,920085,Ursula,Neukölln,52.44127,13.46116,Entire rental unit,2,$55.00,4,60,4.83
96,238396,"Within the city, calm and leafy",Prenzlauer Berg Südwest,1250154,Henrik,Pankow,52.53218,13.41571,Entire rental unit,2,$120.00,3,653,4.82
97,242794,Elegant renovated apartment 72 m2,Frankfurter Allee Süd FK,1274606,Mario,Friedrichshain-Kreuzberg,52.51367,13.45527,Entire rental unit,2,$165.00,2,95,4.75
98,242908,Holiday Apartment in Berlin Wannsee with balcony,Zehlendorf  Südwest,1275359,Henning,Steglitz - Zehlendorf,52.41643,13.16445,Entire condo,4,$89.00,5,2,5.0
99,242927,Holiday Rental in Berlin Wannsee,Zehlendorf  Südwest,1275359,Henning,Steglitz - Zehlendorf,52.41618,13.16461,Entire condo,2,$85.00,5,2,3.0
100,242978,Exclusive one-bedroom apartment,Moabit West,1275576,Thomas,Mitte,52.52826,13.33044,Entire rental unit,4,$92.00,2,248,4.66
101,243057,"Dach-Apartement ""Blueberry Hill""  in Berlin-Mitte",Moabit West,1275795,Arne & Ute,Mitte,52.53094,13.33453,Entire rental unit,5,$205.00,5,56,4.77
102,243063,Holiday apartment in Berlin Mitte,Alexanderplatz,1275846,Anna,Mitte,52.52779,13.39108,Entire rental unit,5,$200.00,2,397,4.64
103,243081,"Living with style, apartment 2",Brunnenstr. Süd,1275846,Anna,Mitte,52.52983,13.39275,Entire rental unit,6,$220.00,1,346,4.73
104,243238,Blue Jewel in Green Borough,Johannisthal,1276585,Katharina,Treptow - Köpenick,52.44612,13.49829,Entire rental unit,4,$85.00,2,213,4.56
105,245744,Apartment in central Berlin,Regierungsviertel,1289259,Martina Ellen,Mitte,52.52024,13.3907,Entire rental unit,6,$267.00,4,178,4.55
106,245827,2-bedroom apartment Mitte,Regierungsviertel,1289393,Hille,Mitte,52.50974,13.39971,Entire rental unit,4,$140.00,3,119,4.53
107,250007,Exotic holiday apartment in Berlin,Schöneberg-Nord,1310272,Jörg,Tempelhof - Schöneberg,52.49512,13.35251,Entire rental unit,4,$79.00,2,313,4.8
108,250253,Apartment: Luise in Berlin,Otto-Suhr-Allee,1311309,Ute,Charlottenburg-Wilm.,52.51792,13.30729,Entire rental unit,6,$130.00,3,82,4.48
109,250376,Enchanting 142m²(1530 ft²)  Loft/Room in F'Hain,Frankfurter Allee Süd FK,1312190,Davide,Friedrichshain-Kreuzberg,52.51247,13.45385,Private room in loft,5,,2,110,4.82
110,250687,Cherusker,Schöneberg-Süd,1310866,Ashraf,Tempelhof - Schöneberg,52.48471,13.35982,Entire rental unit,1,,3,115,4.85
111,250704,Holiday Apartment with Garden,Marienfelde,1314462,Andreas Otto Rüdiger,Tempelhof - Schöneberg,52.42191,13.37495,Entire rental unit,4,$72.00,5,58,4.97
112,250707,Apartment: Friederike in Berlin,Otto-Suhr-Allee,1311309,Ute,Charlottenburg-Wilm.,52.51792,13.30729,Entire rental unit,4,$90.00,28,43,4.52
113,250729,Apartment: Grazer Gärten in Berlin,Friedenau,1311309,Ute,Tempelhof - Schöneberg,52.47013,13.34851,Entire rental unit,6,$115.00,28,41,4.46
114,250753,Apartment: Großer Kurfürst,Tiergarten Süd,1311309,Ute,Mitte,52.49953,13.36546,Entire condo,6,,28,76,4.61
115,250871,"Berlin, big 1-room-apartment!",Schöneberg-Süd,386940,Elisabeth,Tempelhof - Schöneberg,52.48538,13.34681,Entire rental unit,3,$64.00,4,42,4.5
116,251398,Modern Room in a nice Environment,Heerstraße Nord,1318500,Renate,Spandau,52.51432,13.17765,Private room in home,2,,1,77,4.83
117,251406,2 Room I 56 m² I Comfort I Balcony,Brunnenstr. Süd,1023063,Raja Jooseppi,Mitte,52.53703,13.39735,Entire rental unit,5,$129.00,3,47,4.68
118,251423,2-room I 50 m² I Comfort I Balcony,Brunnenstr. Nord,1023063,Raja Jooseppi,Mitte,52.53867,13.39712,Entire rental unit,5,$119.00,3,38,4.55
119,251486,I 2 Room I 41 m²  I Balcony,Brunnenstr. Süd,1023063,Raja Jooseppi,Mitte,52.53667,13.39505,Entire rental unit,4,$119.00,3,76,4.84
120,251493,2-room I 41 m²  I Terrace > Mitte,Brunnenstr. Nord,1023063,Raja Jooseppi,Mitte,52.53881,13.39654,Entire rental unit,4,$119.00,3,44,4.77
121,251984,Coming Home In The Heart Of Berlin,Südliche Friedrichstadt,1321934,Thérèse,Friedrichshain-Kreuzberg,52.5008,13.38847,Private room in condo,2,$110.00,3,49,4.94
122,252967,Pension am Traveplatz Zimmer 1,Frankfurter Allee Süd FK,1328326,Wolfram,Friedrichshain-Kreuzberg,52.51182,13.47093,Private room in rental unit,4,$35.00,92,40,4.56
123,252993,Pension am Traveplatz Zimmer 2,Frankfurter Allee Süd FK,1328326,Wolfram,Friedrichshain-Kreuzberg,52.51182,13.47093,Private room in rental unit,5,,92,174,4.6
124,254788,Cosy Flat in Kreuzberg 36!,Südliche Friedrichstadt,1171000,Bernardo,Friedrichshain-Kreuzberg,52.49738,13.41322,Entire rental unit,3,$60.00,95,104,4.37
125,255557,Cosy studio FridayBerlin for you,Frankfurter Allee Süd FK,1343263,Agnieszka,Friedrichshain-Kreuzberg,52.50786,13.46703,Entire rental unit,4,$111.00,2,330,4.62
126,255722,Renovated apt in an old building,Tempelhofer Vorstadt,1344455,Wolfram,Friedrichshain-Kreuzberg,52.49707,13.3849,Entire rental unit,4,$80.00,3,227,4.58
127,255829,Idyllic located Apartment,Lichtenrade,1345035,Sylvia,Tempelhof - Schöneberg,52.39203,13.41021,Entire rental unit,6,$74.00,3,145,4.7
128,255842,2-room-Apartment Alvar Aalto,Moabit Ost,1345036,H.Christian,Mitte,52.51625,13.34267,Entire rental unit,2,$70.00,93,34,4.82
129,257317,Apartment in the heart of Berlin,Friedenau,1354122,Heike & Heinrich,Tempelhof - Schöneberg,52.46387,13.34225,Entire rental unit,2,$75.00,2,148,4.6
130,257373,Sunny Boutique Studio in the city center,Prenzlauer Berg Südwest,1303212,David,Pankow,52.53949,13.41615,Entire rental unit,2,$85.00,1,294,4.8
131,264459,"Central, cosy and one-of-a-kind",Prenzlauer Berg Südwest,1250154,Henrik,Pankow,52.53237,13.41548,Entire rental unit,2,$100.00,3,728,4.87
132,265354,Nice apartment in Berlin,Karl-Marx-Allee-Süd,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room in hostel,4,,1,160,4.4
133,265389,Beautiful single room in Berlin,Karl-Marx-Allee-Süd,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room in hostel,1,,1,21,3.33
134,265394,Stylish double room in Berlin,Karl-Marx-Allee-Süd,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,52.50977,13.44602,Private room in hostel,2,$148.00,1,203,4.25
135,265402,Nice room for 3 persons,Karl-Marx-Allee-Süd,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,52.50977,13.44602,Shared room in hostel,3,$18.00,1,176,4.36
136,265408,Elegant 4-bed room in Berlin,Karl-Marx-Allee-Süd,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,52.50977,13.44602,Shared room in hostel,4,$20.00,1,49,4.47
137,266086,Private Ferienwohnung in Berlin,Baumschulenweg,1395425,Hansjörg,Treptow - Köpenick,52.44987,13.48777,Entire rental unit,4,$103.00,2,29,4.86
138,267764,Berlin Mitte luxury,Brunnenstr. Süd,1382226,Patrick,Mitte,52.53646,13.39858,Entire rental unit,3,,3,102,4.92
139,267951,Modernes Apartment in Berlin P´berg,Helmholtzplatz,1404760,Frank,Pankow,52.54424,13.42139,Entire rental unit,4,,2,239,4.96
140,268974,Familie Heuckes Ferienwohnung,Rudow,1409188,Peter,Neukölln,52.41975,13.48541,Entire rental unit,4,$87.00,3,47,4.98
141,269455,rent a flat or room in kreuzberg,Tempelhofer Vorstadt,1411715,L. Anabel,Friedrichshain-Kreuzberg,52.49667,13.40044,Entire rental unit,4,,92,2,4.0
142,273011,2BR Urban Retreat in prime Berlin West location,Halensee,1428703,Susanne,Charlottenburg-Wilm.,52.49614,13.29501,Entire condo,5,$140.00,3,107,4.83
143,278415,NEW Berlin Bellevue *Victory Column,Moabit Ost,1453075,Jesus Daniel,Mitte,52.51952,13.3513,Entire rental unit,6,$119.00,92,59,4.7
144,279344,Happy-haven in the heart of Berlin,Alexanderplatz,1456872,Dot,Mitte,52.52898,13.40406,Entire rental unit,2,$101.00,92,54,4.83
145,292864,Lounge Room in the Center of Berlin,Prenzlauer Berg Südwest,286494,Project A,Pankow,52.53091,13.41711,Private room in rental unit,2,$93.00,1,804,4.66
146,301773,Nice Apartment at Prenzlauer Berg,Prenzlauer Berg Süd,1554470,Hendrik,Pankow,52.53373,13.42435,Entire rental unit,2,,92,54,4.78
147,302167,Nice 2 Room apartment at Prenzl Bg,Prenzlauer Berg Süd,1554470,Hendrik,Pankow,52.53538,13.4296,Entire rental unit,4,$66.00,92,62,4.79
148,303097,Beautiful city apartment at park,Prenzlauer Berg Süd,1560726,Ann-Katrin,Pankow,52.52987,13.4268,Private room in rental unit,2,$65.00,5,58,4.89
149,303741,Beletage in the middle of B/Mitte,Alexanderplatz,1563406,Martin,Mitte,52.52576,13.39042,Private room in rental unit,2,$56.00,2,10,4.8
150,304904,bedroom with your own bath,Prenzlauer Berg Nordwest,870376,Andreas,Pankow,52.55381,13.40553,Private room in rental unit,2,$31.00,5,301,4.95
151,305987,Lovely Apartment in Berlin Prenzlauer Berg,Prenzlauer Berg Nordwest,246890,Imme,Pankow,52.54579,13.40737,Entire rental unit,2,$103.00,4,340,4.9
152,306312,LOVINGLY RESTORED 100qm APARTMENT,Prenzlauer Berg Südwest,1575292,Michel,Pankow,52.53961,13.41951,Entire rental unit,4,$213.00,4,323,4.85
153,311703,Elegant 4 Room Apartment with 2 Bathrooms,Schöneberg-Nord,1602903,Kathrin,Tempelhof - Schöneberg,52.49779,13.35518,Entire rental unit,8,$370.00,3,298,4.87
154,320028,Zimmer nach längerer Pause  wieder verfügbar.,Friedenau,1625792,Ursula,Tempelhof - Schöneberg,52.4719,13.33744,Private room,2,$61.00,2,89,4.67
155,320279,STUDIO NEAR KASTANIENALLE,Brunnenstr. Süd,1641541,Stamatis,Mitte,52.53164,13.40554,Entire rental unit,2,$90.00,6,89,4.83
156,320305,"Berlin Friedrichshain 1,5km to Alex",Karl-Marx-Allee-Süd,1641505,Sterni,Friedrichshain-Kreuzberg,52.5181,13.43261,Private room in rental unit,2,,92,91,4.64
157,321295,Beautiful 1-room apartment,Friedenau,1354122,Heike & Heinrich,Tempelhof - Schöneberg,52.46353,13.34404,Entire rental unit,2,$50.00,2,378,4.75
158,321308,Schönes Apartment in Berlin,Friedenau,1354122,Heike & Heinrich,Tempelhof - Schöneberg,52.46411,13.34383,Entire rental unit,2,$60.00,2,149,4.78
159,321378,Designer Top-Floor Flat / 2 Roof Terraces in Mitte,Brunnenstr. Süd,3062473,Robin,Mitte,52.53392,13.40503,Entire condo,7,$165.00,1,248,4.59
160,322463,Great value studio in Prenzlauer Berg. StayBearlin,Prenzlauer Berg Nord,163384,Alan & Kasia StayBearlin,Pankow,52.54094,13.43602,Entire rental unit,4,$154.00,3,457,4.61
161,322520,Sunny Garden apt in Prenzlauer Berg by StayBearlin,Prenzlauer Berg Nord,163384,Alan & Kasia StayBearlin,Pankow,52.5429,13.43628,Entire rental unit,4,$154.00,3,471,4.64
162,323243,nettes Einzelzimmer 1.3 (1. Etage),Neuköllner Mitte/Zentrum,1654885,Claudius,Neukölln,52.48348,13.42909,Private room in rental unit,1,$36.00,3,118,4.46
